id,taiwan,china_simplified,china_traditional,english,confidence,category,reason,domain,match_type,context_before,context_after,context_exclude,autofix_safe
chipset,晶片組,芯片组,芯片組,chipset,0.90,mainland-term,台灣晶片技術標準,tech,exact,,,,true
bios,基本輸入輸出系統,基本输入输出系统,基本輸入輸出系統,BIOS,0.90,mainland-term,台灣韌體標準,tech,exact,,,,true
uefi,統一可延伸韌體介面,统一可扩展固件接口,統一可擴展固件接口,UEFI,0.90,mainland-term,台灣韌體標準,tech,exact,,,,true
usb,通用序列匯流排,通用串行总线,通用串行總線,USB,0.90,mainland-term,台灣介面標準,tech,exact,,,,true
hdmi,高畫質多媒體介面,高清多媒体接口,高清多媒體接口,HDMI,0.90,mainland-term,台灣顯示介面標準,tech,exact,,,,true
displayport,顯示埠,显示端口,顯示端口,DisplayPort,0.85,mainland-term,台灣顯示介面標準,tech,exact,,,,true
thunderbolt,雷電,雷电,雷電,Thunderbolt,0.85,mainland-term,台灣高速介面標準,tech,exact,,,,true
ethernet,乙太網路,以太网,以太網,Ethernet,0.90,mainland-term,台灣網路標準,tech,exact,,,,true
wifi,無線網路,无线网络,無線網絡,Wi-Fi,0.90,mainland-term,台灣無線技術標準,tech,exact,,,,true
bluetooth,藍牙,蓝牙,藍牙,Bluetooth,0.85,mainland-term,台灣無線技術標準,tech,exact,,,,true
5g,第五代行動通訊,第五代移动通信,第五代移動通信,5G,0.90,mainland-term,台灣通訊技術標準,tech,exact,,,,true
lte,長期演進技術,长期演进,長期演進,LTE,0.85,mainland-term,台灣通訊技術標準,tech,exact,,,,true
nfc,近場通訊,近场通信,近場通信,NFC,0.85,mainland-term,台灣無線技術標準,tech,exact,,,,true
resolution,解析度,分辨率,分辨率,resolution,0.90,mainland-term,台灣顯示技術標準,tech,exact,,,,true
refresh-rate,更新率,刷新率,刷新率,refresh rate,0.90,mainland-term,台灣顯示技術標準,tech,exact,,,,true
pixel,像素,像素,像素,pixel,0.80,mainland-term,台灣顯示技術標準,tech,exact,,,,true
lcd,液晶顯示器,液晶显示器,液晶顯示器,LCD,0.90,mainland-term,台灣顯示技術標準,tech,exact,,,,true
led,發光二極體,发光二极管,發光二極管,LED,0.90,mainland-term,台灣顯示技術標準,tech,exact,,,,true
oled,有機發光二極體,有机发光二极管,有機發光二極管,OLED,0.90,mainland-term,台灣顯示技術標準,tech,exact,,,,true
amoled,主動矩陣有機發光二極體,主动矩阵有机发光二极管,主動矩陣有機發光二極管,AMOLED,0.90,mainland-term,台灣顯示技術標準,tech,exact,,,,true
touchpad,觸控板,触控板,觸控板,touchpad,0.85,mainland-term,台灣輸入裝置標準,tech,exact,,,,true
touchscreen,觸控螢幕,触摸屏,觸摸屏,touchscreen,0.90,mainland-term,台灣輸入裝置標準,tech,exact,,,,true
keyboard,鍵盤,键盘,鍵盤,keyboard,0.85,mainland-term,台灣輸入裝置標準,tech,exact,,,,true
webcam,網路攝影機,网络摄像头,網絡攝像頭,webcam,0.90,mainland-term,台灣視訊裝置標準,tech,exact,,,,true
microphone,麥克風,麦克风,麥克風,microphone,0.85,mainland-term,台灣音訊裝置標準,tech,exact,,,,true
speaker,揚聲器,扬声器,揚聲器,speaker,0.85,mainland-term,台灣音訊裝置標準,tech,exact,,,,true
headphone,耳機,耳机,耳機,headphone,0.80,mainland-term,台灣音訊裝置標準,tech,exact,,,,true
router,路由器,路由器,路由器,router,0.80,mainland-term,台灣網路設備標準,tech,exact,,,,true
switch,交換器,交换机,交換機,switch,0.90,mainland-term,台灣網路設備標準,tech,exact,,,,true
hub,集線器,集线器,集線器,hub,0.90,mainland-term,台灣網路設備標準,tech,exact,,,,true
modem,數據機,调制解调器,調製解調器,modem,0.90,mainland-term,台灣網路設備標準,tech,exact,,,,true
nas,網路附接儲存,网络附加存储,網絡附加存儲,NAS,0.90,mainland-term,台灣儲存設備標準,tech,exact,,,,true
raid,磁碟陣列,磁盘阵列,磁盤陣列,RAID,0.90,mainland-term,台灣儲存技術標準,tech,exact,,,,true
power-supply,電源供應器,电源,電源,power supply,0.90,mainland-term,台灣電腦組件標準,tech,exact,,,,true
cooling-fan,散熱風扇,散热风扇,散熱風扇,cooling fan,0.85,mainland-term,台灣散熱系統標準,tech,exact,,,,true
heat-sink,散熱片,散热片,散熱片,heat sink,0.85,mainland-term,台灣散熱系統標準,tech,exact,,,,true
thermal-paste,散熱膏,导热硅脂,導熱硅脂,thermal paste,0.85,mainland-term,台灣散熱材料標準,tech,exact,,,,true
overclocking,超頻,超频,超頻,overclocking,0.85,mainland-term,台灣效能調校技術,tech,exact,,,,true
benchmark-tool,效能測試工具,基准测试工具,基準測試工具,benchmark tool,0.85,mainland-term,台灣硬體測試標準,tech,exact,,,,true
machine-learning,機器學習,机器学习,機器學習,machine learning,0.95,mainland-term,台灣人工智慧標準,tech,exact,,,,true
deep-learning,深度學習,深度学习,深度學習,deep learning,0.95,mainland-term,台灣人工智慧標準,tech,exact,,,,true
neural-network,神經網路,神经网络,神經網絡,neural network,0.95,mainland-term,台灣人工智慧標準,tech,exact,,,,true
artificial-intelligence,人工智慧,人工智能,人工智能,AI,0.95,mainland-term,台灣科技標準用語,tech,exact,,,,true
natural-language-processing,自然語言處理,自然语言处理,自然語言處理,NLP,0.90,mainland-term,台灣人工智慧應用,tech,exact,,,,true
computer-vision,電腦視覺,计算机视觉,計算機視覺,computer vision,0.90,mainland-term,台灣人工智慧應用,tech,exact,,,,true
reinforcement-learning,強化學習,强化学习,強化學習,reinforcement learning,0.90,mainland-term,台灣機器學習方法,tech,exact,,,,true
supervised-learning,監督式學習,监督学习,監督學習,supervised learning,0.90,mainland-term,台灣機器學習方法,tech,exact,,,,true
unsupervised-learning,非監督式學習,无监督学习,無監督學習,unsupervised learning,0.90,mainland-term,台灣機器學習方法,tech,exact,,,,true
transfer-learning,遷移學習,迁移学习,遷移學習,transfer learning,0.90,mainland-term,台灣深度學習技術,tech,exact,,,,true
dataset,資料集,数据集,數據集,dataset,0.90,mainland-term,台灣資料科學標準,tech,exact,,,,true
training-data,訓練資料,训练数据,訓練數據,training data,0.90,mainland-term,台灣機器學習標準,tech,exact,,,,true
validation-data,驗證資料,验证数据,驗證數據,validation data,0.90,mainland-term,台灣機器學習標準,tech,exact,,,,true
test-data,測試資料,测试数据,測試數據,test data,0.90,mainland-term,台灣機器學習標準,tech,exact,,,,true
overfitting,過度擬合,过拟合,過擬合,overfitting,0.90,mainland-term,台灣機器學習問題,tech,exact,,,,true
underfitting,擬合不足,欠拟合,欠擬合,underfitting,0.90,mainland-term,台灣機器學習問題,tech,exact,,,,true
gradient-descent,梯度下降,梯度下降,梯度下降,gradient descent,0.85,mainland-term,台灣優化演算法,tech,exact,,,,true
backpropagation,反向傳播,反向传播,反向傳播,backpropagation,0.90,mainland-term,台灣神經網路訓練,tech,exact,,,,true
activation-function,激活函數,激活函数,激活函數,activation function,0.90,mainland-term,台灣神經網路元件,tech,exact,,,,true
convolutional-neural-network,卷積神經網路,卷积神经网络,卷積神經網絡,CNN,0.90,mainland-term,台灣深度學習架構,tech,exact,,,,true
recurrent-neural-network,遞迴神經網路,循环神经网络,循環神經網絡,RNN,0.90,mainland-term,台灣深度學習架構,tech,exact,,,,true
transformer,轉換器,变换器,變換器,transformer,0.85,mainland-term,台灣深度學習模型,tech,exact,,,,true
generative-ai,生成式人工智慧,生成式人工智能,生成式人工智能,generative AI,0.90,mainland-term,台灣AI應用標準,tech,exact,,,,true
large-language-model,大型語言模型,大型语言模型,大型語言模型,LLM,0.95,mainland-term,台灣自然語言處理,tech,exact,,,,true
prompt-engineering,提示工程,提示工程,提示工程,prompt engineering,0.85,mainland-term,台灣AI互動技術,tech,exact,,,,true
fine-tuning,微調,微调,微調,fine-tuning,0.85,mainland-term,台灣模型優化技術,tech,exact,,,,true
embedding,嵌入,嵌入,嵌入,embedding,0.80,mainland-term,台灣向量表示技術,tech,exact,,,,true
tokenization,標記化,分词,分詞,tokenization,0.85,mainland-term,台灣文字處理技術,tech,exact,,,,true
blockchain,區塊鏈,区块链,區塊鏈,blockchain,0.90,mainland-term,台灣分散式技術,tech,exact,,,,true
cryptocurrency,加密貨幣,加密货币,加密貨幣,cryptocurrency,0.90,mainland-term,台灣數位金融標準,tech,exact,,,,true
bitcoin,比特幣,比特币,比特幣,Bitcoin,0.85,mainland-term,台灣加密貨幣標準,tech,exact,,,,true
ethereum,以太坊,以太坊,以太坊,Ethereum,0.85,mainland-term,台灣區塊鏈平台,tech,exact,,,,true
smart-contract,智慧合約,智能合约,智能合約,smart contract,0.90,mainland-term,台灣區塊鏈應用,tech,exact,,,,true
consensus-algorithm,共識演算法,共识算法,共識算法,consensus algorithm,0.90,mainland-term,台灣區塊鏈技術,tech,exact,,,,true
proof-of-work,工作量證明,工作量证明,工作量證明,PoW,0.90,mainland-term,台灣區塊鏈共識,tech,exact,,,,true
proof-of-stake,權益證明,权益证明,權益證明,PoS,0.90,mainland-term,台灣區塊鏈共識,tech,exact,,,,true
distributed-ledger,分散式帳本,分布式账本,分佈式賬本,distributed ledger,0.90,mainland-term,台灣區塊鏈基礎,tech,exact,,,,true
hash-function,雜湊函數,哈希函数,哈希函數,hash function,0.90,mainland-term,台灣密碼學基礎,tech,exact,,,,true
mining,挖礦,挖矿,挖礦,mining,0.85,mainland-term,台灣加密貨幣產生,tech,exact,,,,true
wallet,錢包,钱包,錢包,wallet,0.80,mainland-term,台灣數位資產管理,tech,exact,,,,true
nft,非同質化代幣,非同质化代币,非同質化代幣,NFT,0.90,mainland-term,台灣數位資產標準,tech,exact,,,,true
defi,去中心化金融,去中心化金融,去中心化金融,DeFi,0.85,mainland-term,台灣區塊鏈金融,tech,exact,,,,true
dao,去中心化自治組織,去中心化自治组织,去中心化自治組織,DAO,0.85,mainland-term,台灣區塊鏈治理,tech,exact,,,,true
metaverse,元宇宙,元宇宙,元宇宙,metaverse,0.85,mainland-term,台灣虛擬世界概念,tech,exact,,,,true
virtual-reality,虛擬實境,虚拟现实,虛擬現實,VR,0.90,mainland-term,台灣沉浸式技術,tech,exact,,,,true
augmented-reality,擴增實境,增强现实,增強現實,AR,0.90,mainland-term,台灣混合實境技術,tech,exact,,,,true
mixed-reality,混合實境,混合现实,混合現實,MR,0.90,mainland-term,台灣實境技術標準,tech,exact,,,,true
internet-of-things,物聯網,物联网,物聯網,IoT,0.90,mainland-term,台灣連網裝置標準,tech,exact,,,,true
edge-computing,邊緣運算,边缘计算,邊緣計算,edge computing,0.90,mainland-term,台灣分散式運算,tech,exact,,,,true
fog-computing,霧運算,雾计算,霧計算,fog computing,0.85,mainland-term,台灣分散式架構,tech,exact,,,,true
quantum-computing,量子運算,量子计算,量子計算,quantum computing,0.90,mainland-term,台灣前瞻運算技術,tech,exact,,,,true
qubit,量子位元,量子比特,量子比特,qubit,0.90,mainland-term,台灣量子運算單位,tech,exact,,,,true
quantum-entanglement,量子糾纏,量子纠缠,量子糾纏,quantum entanglement,0.90,mainland-term,台灣量子物理現象,tech,exact,,,,true
quantum-supremacy,量子優越性,量子优越性,量子優越性,quantum supremacy,0.85,mainland-term,台灣量子運算里程,tech,exact,,,,true
biotechnology,生物科技,生物技术,生物技術,biotechnology,0.85,mainland-term,台灣生技產業標準,tech,exact,,,,true
bioinformatics,生物資訊學,生物信息学,生物信息學,bioinformatics,0.90,mainland-term,台灣跨領域學科,tech,exact,,,,true
genome-sequencing,基因定序,基因测序,基因測序,genome sequencing,0.90,mainland-term,台灣基因技術標準,tech,exact,,,,true
crispr,基因編輯,基因编辑,基因編輯,CRISPR,0.85,mainland-term,台灣生物技術工具,tech,exact,,,,true
nanotechnology,奈米科技,纳米技术,納米技術,nanotechnology,0.90,mainland-term,台灣尖端材料技術,tech,exact,,,,true
3d-printing,3D列印,3D打印,3D打印,3D printing,0.90,mainland-term,台灣製造技術標準,tech,exact,,,,true
additive-manufacturing,積層製造,增材制造,增材製造,additive manufacturing,0.85,mainland-term,台灣先進製造技術,tech,exact,,,,true
robotics,機器人學,机器人学,機器人學,robotics,0.85,mainland-term,台灣自動化技術,tech,exact,,,,true
autonomous-vehicle,自動駕駛車,自动驾驶车,自動駕駛車,autonomous vehicle,0.90,mainland-term,台灣智慧交通技術,tech,exact,,,,true
drone,無人機,无人机,無人機,drone,0.85,mainland-term,台灣無人載具標準,tech,exact,,,,true
lidar,光達,激光雷达,激光雷達,LiDAR,0.85,mainland-term,台灣感測技術標準,tech,exact,,,,true
radar,雷達,雷达,雷達,radar,0.80,mainland-term,台灣感測技術標準,tech,exact,,,,true
sensor,感測器,传感器,傳感器,sensor,0.90,mainland-term,台灣感測裝置標準,tech,exact,,,,true
actuator,致動器,执行器,執行器,actuator,0.85,mainland-term,台灣控制元件標準,tech,exact,,,,true
mems,微機電系統,微机电系统,微機電系統,MEMS,0.90,mainland-term,台灣微型技術標準,tech,exact,,,,true
renewable-energy,再生能源,可再生能源,可再生能源,renewable energy,0.85,mainland-term,台灣綠能技術標準,tech,exact,,,,true
solar-panel,太陽能板,太阳能电池板,太陽能電池板,solar panel,0.85,mainland-term,台灣太陽能技術,tech,exact,,,,true
wind-turbine,風力發電機,风力涡轮机,風力渦輪機,wind turbine,0.85,mainland-term,台灣風電技術標準,tech,exact,,,,true
battery-technology,電池技術,电池技术,電池技術,battery technology,0.85,mainland-term,台灣能源儲存技術,tech,exact,,,,true
lithium-battery,鋰電池,锂电池,鋰電池,lithium battery,0.85,mainland-term,台灣電池技術標準,tech,exact,,,,true
fuel-cell,燃料電池,燃料电池,燃料電池,fuel cell,0.85,mainland-term,台灣清潔能源技術,tech,exact,,,,true
smart-grid,智慧電網,智能电网,智能電網,smart grid,0.90,mainland-term,台灣電力系統標準,tech,exact,,,,true
carbon-footprint,碳足跡,碳足迹,碳足跡,carbon footprint,0.85,mainland-term,台灣環保評估標準,tech,exact,,,,true
sustainable-development,永續發展,可持续发展,可持續發展,sustainable development,0.85,mainland-term,台灣永續目標標準,tech,exact,,,,true
tree,樹狀結構,树,樹,tree,0.85,mainland-term,台灣資料結構標準,tech,exact,,,,true
graph,圖,图,圖,graph,0.80,mainland-term,台灣資料結構標準,tech,exact,,,,true
linked-list,鏈結串列,链表,鏈表,linked list,0.90,mainland-term,台灣資料結構標準,tech,exact,,,,true
hash-table,雜湊表,哈希表,哈希表,hash table,0.90,mainland-term,台灣資料結構標準,tech,exact,,,,true
binary-tree,二元樹,二叉树,二叉樹,binary tree,0.90,mainland-term,台灣資料結構標準,tech,exact,,,,true
heap-structure,堆積結構,堆结构,堆結構,heap,0.85,mainland-term,台灣資料結構標準,tech,exact,,,,true
sorting-algorithm,排序演算法,排序算法,排序算法,sorting algorithm,0.90,mainland-term,台灣演算法標準,tech,exact,,,,true
search-algorithm,搜尋演算法,搜索算法,搜索算法,search algorithm,0.90,mainland-term,台灣演算法標準,tech,exact,,,,true
dynamic-programming,動態規劃,动态规划,動態規劃,dynamic programming,0.90,mainland-term,台灣演算法設計,tech,exact,,,,true
greedy-algorithm,貪婪演算法,贪心算法,貪心算法,greedy algorithm,0.90,mainland-term,台灣演算法設計,tech,exact,,,,true
recursion,遞迴,递归,遞歸,recursion,0.90,mainland-term,台灣程式設計技巧,tech,exact,,,,true
time-complexity,時間複雜度,时间复杂度,時間複雜度,time complexity,0.90,mainland-term,台灣演算法分析,tech,exact,,,,true
space-complexity,空間複雜度,空间复杂度,空間複雜度,space complexity,0.90,mainland-term,台灣演算法分析,tech,exact,,,,true
big-o,大O標記法,大O记法,大O記法,Big O notation,0.85,mainland-term,台灣複雜度分析,tech,exact,,,,true
breadth-first-search,廣度優先搜尋,广度优先搜索,廣度優先搜索,BFS,0.90,mainland-term,台灣圖形演算法,tech,exact,,,,true
depth-first-search,深度優先搜尋,深度优先搜索,深度優先搜索,DFS,0.90,mainland-term,台灣圖形演算法,tech,exact,,,,true
dijkstra,戴克斯特拉演算法,迪杰斯特拉算法,迪傑斯特拉算法,Dijkstra,0.85,mainland-term,台灣最短路徑演算法,tech,exact,,,,true
quicksort,快速排序,快速排序,快速排序,quicksort,0.85,mainland-term,台灣排序演算法,tech,exact,,,,true
mergesort,合併排序,归并排序,歸併排序,merge sort,0.90,mainland-term,台灣排序演算法,tech,exact,,,,true
bubblesort,泡沫排序,冒泡排序,冒泡排序,bubble sort,0.90,mainland-term,台灣排序演算法,tech,exact,,,,true
binary-search,二元搜尋,二分搜索,二分搜索,binary search,0.90,mainland-term,台灣搜尋演算法,tech,exact,,,,true
regular-expression,正規表示式,正则表达式,正則表達式,regex,0.90,mainland-term,台灣文字處理標準,tech,exact,,,,true
parsing,剖析,解析,解析,parsing,0.85,mainland-term,台灣語法分析標準,tech,exact,,,,true
lexical-analysis,詞法分析,词法分析,詞法分析,lexical analysis,0.90,mainland-term,台灣編譯器技術,tech,exact,,,,true
syntax-analysis,語法分析,语法分析,語法分析,syntax analysis,0.90,mainland-term,台灣編譯器技術,tech,exact,,,,true
semantic-analysis,語意分析,语义分析,語義分析,semantic analysis,0.90,mainland-term,台灣編譯器技術,tech,exact,,,,true
garbage-collection,垃圾回收,垃圾回收,垃圾回收,garbage collection,0.85,mainland-term,台灣記憶體管理,tech,exact,,,,true
memory-leak,記憶體洩漏,内存泄漏,內存泄漏,memory leak,0.90,mainland-term,台灣程式錯誤類型,tech,exact,,,,true
buffer-overflow,緩衝區溢位,缓冲区溢出,緩衝區溢出,buffer overflow,0.90,mainland-term,台灣安全漏洞類型,tech,exact,,,,true
segmentation-fault,區段錯誤,段错误,段錯誤,segmentation fault,0.90,mainland-term,台灣系統錯誤類型,tech,exact,,,,true
null-pointer,空指標,空指针,空指針,null pointer,0.90,mainland-term,台灣程式錯誤類型,tech,exact,,,,true
polymorphism,多型,多态,多態,polymorphism,0.90,mainland-term,台灣物件導向概念,tech,exact,,,,true
encapsulation,封裝,封装,封裝,encapsulation,0.85,mainland-term,台灣物件導向概念,tech,exact,,,,true
abstraction,抽象化,抽象,抽象,abstraction,0.85,mainland-term,台灣物件導向概念,tech,exact,,,,true
composition,組合,组合,組合,composition,0.80,mainland-term,台灣物件導向設計,tech,exact,,,,true
aggregation,聚合,聚合,聚合,aggregation,0.80,mainland-term,台灣物件導向設計,tech,exact,,,,true
design-pattern,設計模式,设计模式,設計模式,design pattern,0.90,mainland-term,台灣軟體設計標準,tech,exact,,,,true
singleton,單例模式,单例模式,單例模式,singleton,0.90,mainland-term,台灣設計模式類型,tech,exact,,,,true
factory-pattern,工廠模式,工厂模式,工廠模式,factory pattern,0.90,mainland-term,台灣設計模式類型,tech,exact,,,,true
observer-pattern,觀察者模式,观察者模式,觀察者模式,observer pattern,0.90,mainland-term,台灣設計模式類型,tech,exact,,,,true
strategy-pattern,策略模式,策略模式,策略模式,strategy pattern,0.85,mainland-term,台灣設計模式類型,tech,exact,,,,true
decorator-pattern,裝飾者模式,装饰器模式,裝飾器模式,decorator pattern,0.90,mainland-term,台灣設計模式類型,tech,exact,,,,true
mvc,MVC架構,MVC架构,MVC架構,MVC,0.85,mainland-term,台灣軟體架構模式,tech,exact,,,,true
mvvm,MVVM架構,MVVM架构,MVVM架構,MVVM,0.85,mainland-term,台灣軟體架構模式,tech,exact,,,,true
mvp,MVP架構,MVP架构,MVP架構,MVP,0.85,mainland-term,台灣軟體架構模式,tech,exact,,,,true
reactive-programming,響應式程式設計,响应式编程,響應式編程,reactive programming,0.90,mainland-term,台灣程式設計範式,tech,exact,,,,true
functional-programming,函數式程式設計,函数式编程,函數式編程,functional programming,0.90,mainland-term,台灣程式設計範式,tech,exact,,,,true
imperative-programming,指令式程式設計,命令式编程,命令式編程,imperative programming,0.90,mainland-term,台灣程式設計範式,tech,exact,,,,true
declarative-programming,宣告式程式設計,声明式编程,聲明式編程,declarative programming,0.90,mainland-term,台灣程式設計範式,tech,exact,,,,true
lambda-function,Lambda函式,Lambda函数,Lambda函數,lambda function,0.90,mainland-term,台灣函數式程式設計,tech,exact,,,,true
closure,閉包,闭包,閉包,closure,0.85,mainland-term,台灣程式語言特性,tech,exact,,,,true
hoisting,提升,提升,提升,hoisting,0.80,mainland-term,台灣JavaScript特性,tech,exact,,,,true
promise,Promise物件,Promise对象,Promise對象,Promise,0.85,mainland-term,台灣非同步程式設計,tech,exact,,,,true
async-await,async/await,async/await,async/await,async/await,0.85,mainland-term,台灣非同步語法,tech,exact,,,,true
generator,產生器,生成器,生成器,generator,0.85,mainland-term,台灣程式語言特性,tech,exact,,,,true
iterator,迭代器,迭代器,迭代器,iterator,0.85,mainland-term,台灣程式設計模式,tech,exact,,,,true
serialization,序列化,序列化,序列化,serialization,0.85,mainland-term,台灣資料處理技術,tech,exact,,,,true
deserialization,反序列化,反序列化,反序列化,deserialization,0.85,mainland-term,台灣資料處理技術,tech,exact,,,,true
json,JSON,JSON,JSON,JSON,0.80,mainland-term,台灣資料交換格式,tech,exact,,,,true
xml,XML,XML,XML,XML,0.80,mainland-term,台灣標記語言標準,tech,exact,,,,true
yaml,YAML,YAML,YAML,YAML,0.80,mainland-term,台灣資料序列格式,tech,exact,,,,true
markdown,Markdown,Markdown,Markdown,Markdown,0.80,mainland-term,台灣輕量標記語言,tech,exact,,,,true
regex-pattern,正規表達式模式,正则表达式模式,正則表達式模式,regex pattern,0.90,mainland-term,台灣模式匹配技術,tech,exact,,,,true
authentication,身分驗證,身份验证,身份驗證,authentication,0.90,mainland-term,台灣身分管理標準,tech,exact,,,,true
authorization-2,授權管理,授权管理,授權管理,authorization,0.85,mainland-term,台灣權限控制標準,tech,exact,,,,true
session-management,工作階段管理,会话管理,會話管理,session management,0.90,mainland-term,台灣狀態管理技術,tech,exact,,,,true
cookie,Cookie,Cookie,Cookie,cookie,0.80,mainland-term,台灣網頁儲存技術,tech,exact,,,,true
localstorage,本機儲存,本地存储,本地存儲,localStorage,0.90,mainland-term,台灣瀏覽器儲存,tech,exact,,,,true
sessionstorage,工作階段儲存,会话存储,會話存儲,sessionStorage,0.90,mainland-term,台灣瀏覽器儲存,tech,exact,,,,true
indexeddb,索引資料庫,索引数据库,索引數據庫,IndexedDB,0.85,mainland-term,台灣瀏覽器資料庫,tech,exact,,,,true
react,React,React,React,React,0.80,mainland-term,台灣前端框架,tech,exact,,,,true
angular,Angular,Angular,Angular,Angular,0.80,mainland-term,台灣前端框架,tech,exact,,,,true
vue,Vue,Vue,Vue,Vue,0.80,mainland-term,台灣前端框架,tech,exact,,,,true
nodejs,Node.js,Node.js,Node.js,Node.js,0.80,mainland-term,台灣JavaScript執行環境,tech,exact,,,,true
express,Express,Express,Express,Express,0.80,mainland-term,台灣Node.js框架,tech,exact,,,,true
django,Django,Django,Django,Django,0.80,mainland-term,台灣Python框架,tech,exact,,,,true
flask,Flask,Flask,Flask,Flask,0.80,mainland-term,台灣Python框架,tech,exact,,,,true
spring,Spring,Spring,Spring,Spring,0.80,mainland-term,台灣Java框架,tech,exact,,,,true
springboot,Spring Boot,Spring Boot,Spring Boot,Spring Boot,0.80,mainland-term,台灣Java框架,tech,exact,,,,true
dotnet,.NET,.NET,.NET,.NET,0.80,mainland-term,台灣微軟開發平台,tech,exact,,,,true
aspnet,ASP.NET,ASP.NET,ASP.NET,ASP.NET,0.80,mainland-term,台灣網頁開發框架,tech,exact,,,,true
rails,Ruby on Rails,Ruby on Rails,Ruby on Rails,Rails,0.80,mainland-term,台灣Ruby框架,tech,exact,,,,true
laravel,Laravel,Laravel,Laravel,Laravel,0.80,mainland-term,台灣PHP框架,tech,exact,,,,true
redux,Redux,Redux,Redux,Redux,0.80,mainland-term,台灣狀態管理工具,tech,exact,,,,true
webpack,Webpack,Webpack,Webpack,Webpack,0.80,mainland-term,台灣模組打包工具,tech,exact,,,,true
babel,Babel,Babel,Babel,Babel,0.80,mainland-term,台灣JavaScript編譯器,tech,exact,,,,true
typescript,TypeScript,TypeScript,TypeScript,TypeScript,0.80,mainland-term,台灣程式語言,tech,exact,,,,true
sass,Sass,Sass,Sass,Sass,0.80,mainland-term,台灣CSS預處理器,tech,exact,,,,true
less,Less,Less,Less,Less,0.80,mainland-term,台灣CSS預處理器,tech,exact,,,,true
bootstrap,Bootstrap,Bootstrap,Bootstrap,Bootstrap,0.80,mainland-term,台灣CSS框架,tech,exact,,,,true
tailwind,Tailwind CSS,Tailwind CSS,Tailwind CSS,Tailwind,0.80,mainland-term,台灣CSS框架,tech,exact,,,,true
jquery,jQuery,jQuery,jQuery,jQuery,0.80,mainland-term,台灣JavaScript函式庫,tech,exact,,,,true
lodash,Lodash,Lodash,Lodash,Lodash,0.80,mainland-term,台灣JavaScript工具庫,tech,exact,,,,true
npm,npm,npm,npm,npm,0.80,mainland-term,台灣套件管理工具,tech,exact,,,,true
yarn,Yarn,Yarn,Yarn,Yarn,0.80,mainland-term,台灣套件管理工具,tech,exact,,,,true
pip,pip,pip,pip,pip,0.80,mainland-term,台灣Python套件管理,tech,exact,,,,true
maven,Maven,Maven,Maven,Maven,0.80,mainland-term,台灣Java建構工具,tech,exact,,,,true
gradle,Gradle,Gradle,Gradle,Gradle,0.80,mainland-term,台灣建構自動化工具,tech,exact,,,,true
git,Git,Git,Git,Git,0.80,mainland-term,台灣版本控制系統,tech,exact,,,,true
github,GitHub,GitHub,GitHub,GitHub,0.80,mainland-term,台灣程式碼託管平台,tech,exact,,,,true
gitlab,GitLab,GitLab,GitLab,GitLab,0.80,mainland-term,台灣DevOps平台,tech,exact,,,,true
bitbucket,Bitbucket,Bitbucket,Bitbucket,Bitbucket,0.80,mainland-term,台灣程式碼管理平台,tech,exact,,,,true
jenkins,Jenkins,Jenkins,Jenkins,Jenkins,0.80,mainland-term,台灣CI/CD工具,tech,exact,,,,true
travis-ci,Travis CI,Travis CI,Travis CI,Travis CI,0.80,mainland-term,台灣持續整合服務,tech,exact,,,,true
circleci,CircleCI,CircleCI,CircleCI,CircleCI,0.80,mainland-term,台灣CI/CD平台,tech,exact,,,,true
jira,Jira,Jira,Jira,Jira,0.80,mainland-term,台灣專案管理工具,tech,exact,,,,true
confluence,Confluence,Confluence,Confluence,Confluence,0.80,mainland-term,台灣協作文件平台,tech,exact,,,,true
slack,Slack,Slack,Slack,Slack,0.80,mainland-term,台灣團隊溝通工具,tech,exact,,,,true
agile,敏捷開發,敏捷开发,敏捷開發,Agile,0.90,mainland-term,台灣軟體開發方法,tech,exact,,,,true
scrum,Scrum,Scrum,Scrum,Scrum,0.80,mainland-term,台灣敏捷框架,tech,exact,,,,true
kanban,看板,看板,看板,Kanban,0.85,mainland-term,台灣專案管理方法,tech,exact,,,,true
waterfall,瀑布式開發,瀑布式开发,瀑布式開發,waterfall,0.85,mainland-term,台灣傳統開發模式,tech,exact,,,,true
devops,DevOps,DevOps,DevOps,DevOps,0.80,mainland-term,台灣開發維運文化,tech,exact,,,,true
cicd,CI/CD,CI/CD,CI/CD,CI/CD,0.80,mainland-term,台灣持續整合交付,tech,exact,,,,true
tdd,測試驅動開發,测试驱动开发,測試驅動開發,TDD,0.90,mainland-term,台灣開發方法論,tech,exact,,,,true
bdd,行為驅動開發,行为驱动开发,行為驅動開發,BDD,0.90,mainland-term,台灣開發方法論,tech,exact,,,,true
ddd,領域驅動設計,领域驱动设计,領域驅動設計,DDD,0.90,mainland-term,台灣軟體設計方法,tech,exact,,,,true
solid,SOLID原則,SOLID原则,SOLID原則,SOLID,0.85,mainland-term,台灣物件導向設計原則,tech,exact,,,,true
dry,DRY原則,DRY原则,DRY原則,DRY,0.85,mainland-term,台灣程式設計原則,tech,exact,,,,true
kiss,KISS原則,KISS原则,KISS原則,KISS,0.85,mainland-term,台灣設計簡化原則,tech,exact,,,,true
yagni,YAGNI原則,YAGNI原则,YAGNI原則,YAGNI,0.85,mainland-term,台灣極限程式設計原則,tech,exact,,,,true
